SPY S10M50
-339.4641235488525
77.52822029051094
291.23139089463075
-183.6060536491641
143.61671010518694
-176.97478720608706
-14.35833239821659
-67.5424141907115
-86.51264636937049
-11.48514135289588
174.5300480744445
392.93970888693
-426.0069379369961
-73.18286520851689
690.6671769227178
264.7899775998394
675.807099324742
-376.3201092896179
57.07202116531698
-13.711167534789638
761.2666368698465
-88.53177597805916
-348.5477178423225
-366.3901914199523
1037.7298172463343
-554.6492812111246
2386.083317386363
13.68249714560443
-580.2329583693881
-161.7357923162126
114.85376657824963
-144.43463867605897
756.6929673368777
-115.7862331738852
SPY S10M51
-339.4641235488525
107.88858944790263
291.23139089463075
-183.6060536491641
143.61671010518694
-176.97478720608706
-52.37375637944024
-67.5424141907115
-86.51264636937049
-11.48514135289588
274.61381181665456
371.24630312754016
-426.0069379369961
-48.94434367661597
718.6424115756599
264.7899775998394
675.807099324742
-376.3201092896179
182.62793449873607
-58.90646803050913
851.9674521450634
-164.416277467084
-348.5477178423225
-49.05239036094099
1037.7298172463343
-554.6492812111246
2386.083317386363
13.68249714560443
-790.1825326985963
21.149443088303087
95.84062074757276
22.814252404803483
845.9327121106762
-115.7862331738852
SPY S10M52
-339.4641235488525
107.88858944790263
291.23139089463075
-183.6060536491641
143.61671010518694
-57.87563780011624
3.829877792772095
-67.5424141907115
-28.530955370457377
78.21906195635711
274.61381181665456
371.24630312754016
-378.94349438716745
-48.94434367661597
718.6424115756599
264.7899775998394
675.807099324742
-376.3201092896179
190.72841696275282
851.9674521450634
-164.416277467084
-348.5477178423225
-49.05239036094099
1018.4201317820498
-554.6492812111246
2386.083317386363
13.68249714560443
-790.1825326985963
21.149443088303087
5.7726642874513345
41.86370101693865
845.9327121106762
-9.703956456769447
SPY S10M53
-339.4641235488525
150.71830009300538
-31.945797978807605
314.8890085823732
-183.6060536491641
-78.5172206632651
-57.87563780011624
3.829877792772095
-173.34205472632675
-86.51264636937049
-2.958043652733977
497.0071607175905
-378.94349438716745
-48.94434367661597
755.3313814905105
264.7899775998394
675.807099324742
-376.3201092896179
190.72841696275282
851.9674521450634
-164.416277467084
-338.92086307053796
-49.05239036094099
1011.6215045922108
-554.6492812111246
2386.083317386363
13.68249714560443
-790.1825326985963
-118.74962349415
36.84873597226033
-193.90762509917295
845.9327121106762
-9.703956456769447
SPY S10M54
-287.070627889987
380.04934204471647
-183.6060536491641
-78.5172206632651
-57.87563780011624
3.829877792772095
-230.03695781105307
-50.58346357766641
-70.00926815550883
432.9785118988675
