SPY S30M80 0.03
-240.1350267998696
644.5965381785354
-284.93063460615485
240.3047220791068
-101.23733152691057
-293.9613101527957
-371.44825191669224
-179.26491319788875
522.076712724931
1972.3553221578604
-203.62973796000006
-55.862158676054605
581.2346773959016
230.33422450728358
-421.97718466428523
-223.26027564434844
-879.9433895286056
4915.3613179866825
-612.5331784526243
306.8860680131438
-346.71443711252687
-295.55197503889576
-415.12961330920916
-236.92588126730152
-464.661924555161
1137.5073639723887
SPY S30M80 0.04
-451.89102116227696
780.4096051059023
264.36938863138494
-101.23733152691057
-586.9593414042538
-288.94917476357114
522.076712724931
1972.3553221578604
-203.62973796000006
-55.862158676054605
581.2346773959016
230.33422450728358
-421.97718466428523
-223.26027564434844
-879.9433895286056
4915.3613179866825
-612.5331784526243
306.8860680131438
-596.8718196862737
-534.6043253494463
-484.3399495369031
-169.01258588972996
-506.9936970319977
1262.0305253214792
SPY S30M80 0.05
283.250674742143
264.36938863138494
-101.23733152691057
-593.7060043782476
-179.26491319788875
522.076712724931
1972.3553221578604
-203.62973796000006
-55.862158676054605
581.2346773959016
230.33422450728358
-527.4709816456761
-879.9433895286056
4915.3613179866825
-423.71039845354244
184.59352474344996
-596.8718196862737
-675.2511723374846
-236.92588126730152
-506.9936970319977
1262.0305253214792
SPY S30M80 0.06
283.250674742143
264.36938863138494
-101.23733152691057
-593.7060043782476
-179.26491319788875
522.076712724931
1972.3553221578604
-203.62973796000006
-55.862158676054605
581.2346773959016
230.33422450728358
-527.4709816456761
-879.9433895286056
4915.3613179866825
-598.4096288766032
115.81035526721098
-649.9431249868503
-673.9802486454118
-169.01258588972996
-602.0548651450481
1220.312609540013
SPY S30M80 0.1
283.250674742143
264.36938863138494
-101.23733152691057
-865.5000931400918
522.076712724931
1972.3553221578604
-203.62973796000006
-55.862158676054605
581.2346773959016
230.33422450728358
-1480.5814330121266
4915.3613179866825
-301.37749271787834
-973.0443253840331
-392.4796725854685
572.842760554242
SPY S30M80 0.07
283.250674742143
264.36938863138494
-101.23733152691057
-698.7615223064313
-220.30770022621982
522.076712724931
1972.3553221578604
-203.62973796000006
-55.862158676054605
581.2346773959016
230.33422450728358
-527.4709816456761
-879.9433895286056
4915.3613179866825
-301.37749271787834
-814.5324177404982
-846.1575668186197
-169.01258588972996
572.842760554242
SPY S30M80 0.08
283.250674742143
264.36938863138494
-101.23733152691057
-865.5000931400918
522.076712724931
1972.3553221578604
-203.62973796000006
-55.862158676054605
581.2346773959016
230.33422450728358
-527.4709816456761
-879.9433895286056
4915.3613179866825
-301.37749271787834
-808.9216353818119
-733.2942016060751
572.842760554242
SPY S30M80 0.09
283.250674742143
264.36938863138494
-101.23733152691057
-865.5000931400918
522.076712724931
1972.3553221578604
-203.62973796000006
-55.862158676054605
581.2346773959016
230.33422450728358
-1480.5814330121266
4915.3613179866825
-301.37749271787834
-1063.053791659242
-604.0619675066846
572.842760554242
